isolate	2010-10-04	2011-01-25	2011-10-05	2011-10-12	2012-01-11
Isolate_00604	0.23565084843964945	0.12948158069748197	0.16596612504200597	0.1342486221456885	0.19210796558601415
Isolate_00607	0.36821975247346195	0.18279020436164226	0.2323619337845334	0.17647802865402018	0.276485624103396
Isolate_00608	0.2694925091853702	0.20679897897468202	0.2295499138281966	0.18804746410284268	0.2903315148746207
Isolate_00610	0.1594085610456706	0.10833061180413994	0.13575028578923723	0.11133629550120343	0.1685356069681402
Isolate_00611	2.0870475418531353	0.9481814851034511	1.0701612181622093	0.8837997405013939	1.2519553698616044
Isolate_00660	0.2715677005010945	0.15524407608305962	0.23953434498046353	0.17668078343361557	0.24263239529184671
Isolate_00663	0.20120397037837756	0.11456733496981045	0.14818868331093535	0.11719725240113499	0.1921020386915571
Isolate_00667	0.1282152649935494	0.07876197132254686	0.097802328213677	0.08166105186498644	0.12755304718738922
Isolate_00701	0.15028853351785498	0.08134815702312796	0.1985769783806029	0.1467384870385076	0.18116675286448347
Isolate_00750	0.14083682202075015	0.057896728831312666	0.12141431707306942	0.09311250164877788	0.14191281732055155
Isolate_00752	0.12990704025454267	0.07066116072733013	0.1339840036596844	0.10029146696680157	0.126586460918193
Isolate_00810	0.19460045114015664	0.1246461901651868	0.22681353659898054	0.17990217063002248	0.2612975219542285
Isolate_00814	0.1302065529859551	0.08011364085527499	0.09653408471153571	0.07843097541110218	0.11885844315140479
Isolate_00908	0.4033078879884904	0.20151512394175453	0.23316311008985913	0.20480711480093766	0.3367403966907774
Isolate_01055	0.06612659693495268	0.12038469741217771	0.1624567519466847	0.15773838663198125	0.2908987486274862
Isolate_01056	0.761634507488127	0.20337595682269313	0.3339855753985027	0.2779956185436019	0.47089098636667304
Isolate_01060	0.06924630114501754	0.11782591675535048	0.15260004003764463	0.15034142755642654	0.27422247194796334
