2010-10-04	2011-01-25	2011-10-05	2011-10-12	2012-01-11	isolates
3.8320593249487565	7.279916493604341	7.781167610008686	8.09025013304154	7.9315808520469595	Isolate_00455
1.8546965600855387	1.3757229182992958	1.9666662266499766	1.4568916276204384	2.333279135046011	Isolate_00457
3.5661401951120446	1.8847890957697986	1.968353214130893	1.6304438759032627	3.9577447812124955	Isolate_00459D
1.3213725766876026	1.3424565699316569	1.5940748048567552	1.2800830554772358	2.349235472852487	Isolate_00462B
9.418758645694808	6.077439911679526	7.440247971319582	6.079876736378703	11.149413380375487	Isolate_00501
12.273259123949574	62.74351653554209	14.629670005958237	12.38752082258957	22.569849232250437	Isolate_00514
12.153814923226117	73.3264887239963	15.646465011206086	13.108946048526699	22.97578938585268	Isolate_00522
8.39432979468858	5.874508819889764	9.76794833817169	6.895168275195625	10.552793468129394	Isolate_00528
1.1539221000280615	0.6467800157317081	0.7369766759385279	0.8770112941707495	0.939645576160445	Isolate_00536
6.845477327009282	16.83708870287098	16.52769941203096	16.680618779669285	26.069978718143954	Isolate_00539
1.1737332688352007	1.2840092802958414	1.1354083129820247	1.116616396503597	1.656532389851154	Isolate_00541
9.503205547438169	29.64375456579391	19.31123067371517	18.913189209783994	27.454307704895342	Isolate_00547
9.000069817797874	11.180564268051814	12.090015558344069	10.323966142824215	15.700913164552775	Isolate_00548
10.497336444184466	14.265830309350509	16.998001889991034	16.622138490311006	26.24655532758132	Isolate_00556
1.0964132549565966	0.7003436968902962	0.7711069786324083	0.874713502819471	1.038199682431604	Isolate_00565
2.9926137472038885	6.602999180230674	6.840101491181553	7.5466906818592525	7.1046348127834715	Isolate_00575
12.003302807171945	10.253207322321753	12.588028794313585	11.016833228198262	17.062395816989387	Isolate_00577
3.8238606521601137	9.749668549507392	9.33936817034494	8.29420243561765	8.237249667639166	Isolate_00580
12.525256921165631	15.659820841644217	21.553458063460564	19.106212290517835	25.604079251284308	Isolate_00589
12.560644931569845	29.557218114824707	26.45610084569422	23.136606682837073	34.25194635972322	Isolate_00591
2.2801880430693147	0.9944018622461761	1.731181953204134	1.3155061055348365	1.7836130043312801	Isolate_00592
