isolate	2010-10-04	2011-01-25	2011-10-05	2011-10-12	2012-01-11
Isolate_00351B	0.3264554775862069	0.7200827815384615	0.9977138609756098	1.3027390361445783	1.0427408342105262
Isolate_00352A	0.27480804999999997	0.17553109085714286	0.2918648043243243	0.29586646337837835	0.3121349736
Isolate_00352B	0.09125703990384615	0.09884464571428571	0.2095070040186916	0.2445104280357143	0.3608422773636364
Isolate_00353A	0.27597553523076923	0.17030780875	0.2724153161111111	0.3290108927027027	0.4652886535294118
Isolate_00353C	0.1225833014065934	0.1570230053900709	0.22076180109473684	0.25867221502	0.32298011428571427
Isolate_00354B	0.09263489353982302	0.11959305450450451	0.2240811946031746	0.2446259776033058	0.3423457608270677
Isolate_00357A	1.709987735	2.5875876775829383	8.203448849556452	5.7684051057205235	1.5588888280228137
Isolate_00357B	0.11433394366666667	0.20321347518867924	0.2821409932142857	0.34822457803571427	0.47473888870967745
Isolate_00400	0.17167707382608696	0.2691879313888889	0.5171920092857143	0.6549725748387097	0.9800093362698413
Isolate_00401	0.1848300993382353	0.0670136074301676	0.23739764	0.22850989013333334	0.2423264937799043
Isolate_00403	1.554250969230769	1.2548707438596491	3.2449045	3.259383927536232	7.549454717910447
Isolate_00406	4.61943745940594	2.2160585322916666	6.382854149019608	6.559709613	10.014334402941177
Isolate_00408	0.8470384681481481	0.2059631448979592	0.4393914142608696	0.4194225810526316	0.4646834915
Isolate_00410	0.7325206516346153	0.6134640498979592	1.0922839885496183	1.1576979552	1.1276344176153845
Isolate_00454A	2.70000072421875	1.40466111	4.3922276383561645	4.323809030347222	6.153714361702128
Isolate_00455	3.2848563925407928	0.7298209308571428	1.0613375114525139	1.0478208143646408	1.5117850417525773
Isolate_00457	0.6357417006060606	0.4631784760869565	0.6921462481818181	0.9950019923076923	1.076120743944954
Isolate_00459D	0.30551092142168673	0.3532491175268817	0.7774038723267327	0.8091312155760368	0.7254094642924528
Isolate_00462B	0.5050192636363636	0.7843637863636364	1.1811631864864864	1.707043108108108	1.5224135383561643
Isolate_00501	0.6312595448648649	0.17545098824242425	0.2670650291891892	0.28063821425	0.243103444
Isolate_00514	0.3846099883333333	0.6065231596153846	0.3281760484057971	0.48086301537190085	0.49027307120567376
Isolate_00522	0.2949507674107143	0.28097925702380955	0.13552139210526315	0.17733744770833335	0.16959995121495328
Isolate_00528	0.4218917901734104	0.3943366608	0.6616188959069768	0.6032415113744076	0.6121438297156399
Isolate_00536	0.9877673512	1.76745895	2.4903537378378378	2.355559606122449	2.484209775
Isolate_00539	0.72237534	0.2093249226626506	0.3673822734319527	0.33220122820238096	0.40221638915384617
Isolate_00541	0.6242419857142857	0.8515368663551401	1.4770239286821705	1.412063462745098	1.3087052642857142
Isolate_00547	0.6097839771153846	0.19693218902439025	0.27582660729508196	0.25055595248	0.322959686350365
Isolate_00548	0.41989236985401457	0.2825136047169811	0.26381403787401575	0.3252903459649123	0.33686444568
Isolate_00556	0.8946477760927153	0.33078027364084506	0.4249828430625	0.46268445164285715	0.5320163492592592
Isolate_00565	1.2654257584699453	2.079705096083916	3.0211898349112425	2.5900850503571426	2.796040641954023
Isolate_00575	2.870636879638009	0.6697255113456464	0.9885301077233429	0.9902126965789474	1.3871142711904763
Isolate_00577	0.8091823471794872	0.29072842145510835	0.4306445325934718	0.3979432441880342	0.440034573030303
Isolate_00580	1.1149227911564625	0.35574161256684494	0.4416468540650407	0.44095734024952016	0.5468644178207381
Isolate_00589	0.7659184182600383	0.2770261189320388	0.3635549944147157	0.3696058985079365	0.45150056289473683
Isolate_00591	0.3722704148760331	0.1745490146236559	0.1645952901923077	0.17045701292929294	0.233124794
Isolate_00592	0.4356497218181818	0.9694467884615384	1.152792308	1.801020606122449	2.7513646771929823
Isolate_00601	0.25121851537815126	0.23005601602209946	0.5129762832110092	0.46271153225108225	0.43635566721973096
Isolate_00604	0.377418676884058	0.22635380669642857	0.2931382915833333	0.34738901547107437	0.26710269116923074
Isolate_00607	0.37254796509933774	0.12226284800000001	0.2402644237671233	0.24899939067567567	0.30248913946666667
Isolate_00608	0.8193922088888889	0.3029733732258065	0.4613575601388889	0.4644361620547945	0.585732605
